,State,Municipality,Name Id,Place Name,Place Name Status,Feature Type Code,Feature Type,Longitude,Latitude,Place Id,Gender,Gazette Published date,Gazette Reference,Gazette URL,Historical Information,Origin Language,Australian Indigenous Language,Anzac Related Name,Date First Recorded Day,Date First Recorded Month,Date First Recorded Year,Source,Author,Title,Date Published Day,Date Published Month,Date Published Year,Publisher,Place of Publication,Pages(s),Editor,Chapter Title,Journal Name,Issue,Year,Newspaper,File Number,Site Owner,Page Title,Site Title,Url,Location,Type of Artefact,Cartographer,Scale,Informant,Tape Title,Tape Number,Municipal Name,Endorsed by Council,Council Minutes,Organisation Name,Endorsed by GPNAP,WKT
22,VIC,BASS COAST SHIRE,127322,ACACIA ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.5402249,-38.4146899,126483,,,,,Flora / Fauna.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.5402249 -38.4146899)
23,VIC,WHITEHORSE CITY,121187,ACACIA STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1202617,-37.8254256,120663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1202617 -37.8254256)
24,VIC,GREATER BENDIGO CITY,122482,ACACIA STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.2719357,-36.7563567,121858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.2719357 -36.7563567)
25,VIC,MELBOURNE CITY,120353,ACDC LANE,REGISTERED,RNO,ROAD NAME ORIGIN,144.9708033,-37.8153467,119915,,,,,"""Named after the Australian musical heroes, ACDC Lane is the physical embodiment of Melbourne's enduring love affair with dirty, low-down rock 'n' roll. Once home to the infamous Cherry Bar, where every young hoon and swashbuckler had gotten into strife at some stage, this little corner of the city is what kick-started the laneway lifestyle way back when.""",,,,,,,Website,Visit Melbourne,,30.0,2.0,2020.0,,,,,,,,,,,Visit Melbourne,ACDC Lane,Visit Melbourne ,www.visitmelbourne.com/regions/Melbourne/Destinations/Streets/VV-ACDC-Lane,,,,,,,,,,,,,POINT (144.9708033 -37.8153467)
26,VIC,WODONGA CITY,122926,ACE COURT,REGISTERED,RNO,ROAD NAME ORIGIN,146.8425873,-36.1284698,122293,,,,,Golf Theme for Country Club Estate.,,,,,,,Council,,,,,,,,  ,,,,,,,,,,,,,,,,,,,City of Wodonga,,,,,POINT (146.8425873 -36.1284698)
27,VIC,EAST GIPPSLAND SHIRE,126439,ACE ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,148.9418677,-37.5545263,125601,,,,,This name is derived from one of the first gold discoveries in 1895 (near Bemm River that was soon to be named Club Terrace) the first reef was called &#39;Ace of Clubs&#39;.,,,,,,2013.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,East Gippsland Shire,,,,,POINT (148.9418677 -37.5545263)
28,VIC,SOUTH GIPPSLAND SHIRE,122599,ACHARDLE ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,146.126564,-38.4516362,121972,,,,,"This road runs through the property known as ""ACHARDLE"". The property was given its name by Mr. James William Campbell, who first selected the land and settled here in the locality of Mardan.",,,,20.0,11.0,2002.0,Council,,,,,,,,21-22,,,,,,,,,,,,,,,,,,,South Gippsland Shire Council,Yes,Ordinary Council Meeting,,,POINT (146.126564 -38.4516362)
29,VIC,PORT PHILLIP CITY,129960,ACLAND STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.9787359,-37.8674705,128915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9787359 -37.8674705)
30,VIC,WARRNAMBOOL CITY,120212,ADAM COURT,REGISTERED,RNO,ROAD NAME ORIGIN,142.4975629,-38.369565,119783,,,,,"Named in recognition of Adam Smith, a son of the developer, Mr. Neville Smith.",,,,13.0,6.0,1990.0,Council,,,,,,,, ,,,,,,,,,,,,,,,,,,,Warrnambool City Council,Yes,,,,POINT (142.4975629 -38.369565)
31,VIC,WODONGA CITY,122927,ADAMS COURT,REGISTERED,RNO,ROAD NAME ORIGIN,146.8344555,-36.1303663,122294,,,,,"Named after a local pioneer, Phillip Adams.   Phillip Adams came to Wodonga from England in the 1860's and settled in Wodonga 1861 where he purchased Ã¿Â½ acre of land and built a home.  He later purchased 300 acres of land in Wodonga West that was bounded by Coyles Road and Ingrams Road for cattle and vines.  He also worked as a bridge and road contractor for Victoria and NSW Governments.

Name first appeared on Western Park Estate Stage 1 Plan of Subdivision  PS326814 dated 26th August 1993",,,,,,,Council,,,,,,,,  ,,,,,,,,,,,,,,,,,,,City of Wodonga,,,,,POINT (146.8344555 -36.1303663)
32,VIC,SOUTH GIPPSLAND SHIRE,122485,ADAMS LANE,REGISTERED,RNO,ROAD NAME ORIGIN,145.7779399,-38.268596,121860,,,,,"The Adams family were pioneers that originally settled in Poowong North in early 1900.  These pioneers established the current lane on the ground, and their descendants still reside on the surrounding land.",,,,18.0,6.0,2008.0,Council,,,,,,,,139-143,,,,,,,,,,,,,,,,,,,South Gippsland Shire Council,No,Vic	 3953,,,POINT (145.7779399 -38.268596)
33,VIC,MANSFIELD SHIRE,125024,ADAMS STREET,REGISTERED,RNO,ROAD NAME ORIGIN,146.0815526,-37.055195,124263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.0815526 -37.055195)
34,VIC,YARRA RANGES SHIRE,126576,ADELIA CLOSE,REGISTERED,RNO,ROAD NAME ORIGIN,145.5241988,-37.6476396,125736,,,,,Private road.,,,,,,2014.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Yarra Ranges Shire,,,,,POINT (145.5241988 -37.6476396)
35,VIC,WHITTLESEA CITY,126896,ADITI LANE,REGISTERED,RNO,ROAD NAME ORIGIN,144.9962727,-37.6204466,126055,,,,,"&#39;Aditi&#39; was selected as it is consistent with the naming theme in the locality. &#39;Aditi&#39; means first mother, goddess of space, infinity and timelessness and protective goddess who helps people overcome obstacles.",,,,,,2017.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Whittlesea City,,,,,POINT (144.9962727 -37.6204466)
36,VIC,SOUTH GIPPSLAND SHIRE,123689,ADKINS STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.8103662,-38.4271644,123014,,,,,"Ronald Edgar Adkins - Regimental service number 4128
Son of Talbot Adkins, possibly a cousin of Aubrey Adkins. On 18 March 1916, he enlisted at 26 years and 10 months old. Occupation listed as farming. He was appointed Lance Corporal on 16 February 1917. Killed in action in France on 9 March 1917. Eye witness Capt. W. B. Campbell (7th A.I.F) records his account of his death in the Red Cross Missing and Wounded Report: 'L/Cpl. Adkins was killed by a 'fish-tail' bomb' at Ligny-Thilloy March 4th, holding the trenches. There was no padre available and no cross as we were following up the evacuation [he was] Medium build - round face - dark, very popular with the men.' ",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,South Gippsland Shire Council,,,,,POINT (145.8103662 -38.4271644)
37,VIC,SOUTH GIPPSLAND SHIRE,123689,ADKINS STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.8103662,-38.4271644,123014,,,,,"Aubrey Roland Adkins - Regimental service number 104
Son of Alice and Roland Adkins, residents of Cobden. Occupation listed as dairy farmer. On 8 February 1915, he enlisted at 18 years old and 11 months. No 104, A Company, 22nd Battalion. He saw service in Alexandria and France. He was killed in action at Pozieres in France between 27 July and 4 August 1915. There is no marked grave. ",,,Yes,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,South Gippsland Shire Council,,,,,POINT (145.8103662 -38.4271644)
38,VIC,BASS COAST SHIRE,127770,ADMIRAL CLOSE,REGISTERED,RNO,ROAD NAME ORIGIN,145.2155588,-38.4610462,126932,,,,,Ship name or position title (Senior commander of a fleet).,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass Coast Shire,Yes,,,,POINT (145.2155588 -38.4610462)
39,VIC,MARIBYRNONG CITY,125713,ADORI STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.8845242,-37.7854487,124912,,,,,It was previously known as Adori Place.,,,,30.0,7.0,2020.0,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geographic Names Victoria,,POINT (144.8845242 -37.7854487)
40,VIC,WARRNAMBOOL CITY,120223,ADRIANA CRESCENT,REGISTERED,RNO,ROAD NAME ORIGIN,142.4533121,-38.3598312,119794,,,,,"During the 1950s, 1960s and early 1970s the land this subdivision was built on was farmed by Reginald Dalton Hooker (1894-1973). His grandfather was Sir Joseph Dalton Hooker (1817-1911) one of the greatest British botanists and explorers of the 19th century. He was Director of the Royal Botanical gardens, Kew, for twenty years, in succession to his father Sir William Jackson Hooker (1875-1865).

Sir Joseph Hooker identified many plants sent to him from Australia and the street name is chosen to reflect this botanical background. The Hooker species (Adriana hookeri - Mallee Bitterbush) is named after him.",,,,15.0,9.0,2004.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.4533121 -38.3598312)
41,VIC,SURF COAST SHIRE,126674,AGNES LANE,REGISTERED,RNO,ROAD NAME ORIGIN,144.1864152,-38.402096,125833,,,,,"In recognition of Mrs Agnes Murray, wife of A. Murray who in 1880 purchased land nearby and ran a boarding /guest house known locally as &#34;Mrs Murray&#39;s&#34;.",,,,,,2016.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Surf Coast Shire,,,,,POINT (144.1864152 -38.402096)
42,VIC,WARRNAMBOOL CITY,120280,AGNES STREET,REGISTERED,RNO,ROAD NAME ORIGIN,142.5914468,-38.387572,119844,,,,,"Named after Agnes Christina Allan (c.1861-1926) daughter of John McMahon Allan (one of the founders of Allansford) and his wife Catherine O'Farrell.

Agnes Allan married Heneage Murray Gibbes in 1890.",,,,,,1900.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.5914468 -38.387572)
43,VIC,WHITEHORSE CITY,128483,AGNEW STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1392368,-37.8326536,127631,,,,,One of a series of Scottish place names,,,,,,,Website,Whitehorse Historical Society Inc.,,12.0,1.0,2023.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1392368 -37.8326536)
44,VIC,WHITEHORSE CITY,128484,AGRA STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1940483,-37.820862,127632,,,,,"By ret. Army officer, series of Indian cities",,,,,,,Website,Whitehorse Historical Society Inc.,,12.0,1.0,2023.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1940483 -37.820862)
45,VIC,BOROONDARA CITY,123749,AIF STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.0780533,-37.8078831,123058,,,,,"Named for the Australian Imperial Forces, the main Australian Army force during World War I. The area north of Whitehorse Road was subdivided between 1919 and 1925, and settled by many World War I veterans. Many streets in the area have names relating to World War I, including Australian and British generals. ",,,Yes,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia O'Dwyer ,,POINT (145.0780533 -37.8078831)
46,VIC,STONNINGTON CITY,125086,AINTREE ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.0433903,-37.8584286,124325,,,,,Previously known as Clarence Street. ,,,,,,,Council,,,,,,,,3,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0433903 -37.8584286)
47,VIC,WANGARATTA RURAL CITY,125643,AIREY LANE,REGISTERED,RNO,ROAD NAME ORIGIN,146.5075434,-36.393909,124858,,,,,Named after the Airey family who lived at the location around 1920-1940.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Wangaratta Rural City,,,,,POINT (146.5075434 -36.393909)
48,VIC,STONNINGTON CITY,125226,AIRLIE AVENUE,REGISTERED,RNO,ROAD NAME ORIGIN,145.0080114,-37.8567814,124465,,,,,Previously known as Royston Avenue. ,,,,,,,Council,,,,,,,,10,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0080114 -37.8567814)
49,VIC,STONNINGTON CITY,120354,AIRLIE STREET,REGISTERED,RNO,ROAD NAME ORIGIN,144.98794,-37.8313472,119916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.98794 -37.8313472)
50,VIC,BRIMBANK CITY,127978,AIRPORT DRIVE,REGISTERED,RNO,ROAD NAME ORIGIN,144.8749004,-37.7150596,127134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.8749004 -37.7150596)
51,VIC,EAST GIPPSLAND SHIRE,126129,AIRPORT ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,149.7233698,-37.5991058,125298,,,,,"A logical unambiguous name, widely used.",,,,,,2012.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,East Gippsland Shire,,,,,POINT (149.7233698 -37.5991058)
52,VIC,MONASH CITY,123300,AITCHISON COURT,REGISTERED,RNO,ROAD NAME ORIGIN,145.1548898,-37.8824543,122653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1548898 -37.8824543)
53,VIC,MURRINDINDI SHIRE,125761,AITKEN CRESCENT,REGISTERED,RNO,ROAD NAME ORIGIN,145.3435174,-37.5291687,124957,,,,,"In honour of an original landowner in the area, &#39;W. Aitken&#39;.",,,,22.0,10.0,2020.0,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geographic Names Victoria,,POINT (145.3435174 -37.5291687)
54,VIC,WARRNAMBOOL CITY,120284,AITKEN DRIVE,REGISTERED,RNO,ROAD NAME ORIGIN,142.5396131,-38.389868,119848,,,,,A private street located on the Deakin University campus. Named after Don Aitken who was a foundation Board Member of the Deakin University Governing Council.,,,,,,,Website,Deakin University,,,,1990.0,,,,,,,,,,,Deakin University,Warrnambool campus map,Deakin University,http://www.deakin.edu.au/life-at-deakin/our-locations/warrnambool-campus/map,,,,,,,,,,,,,POINT (142.5396131 -38.389868)
55,VIC,WARRNAMBOOL CITY,120281,AITKINS ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,142.4642285,-38.37272,119845,,,,,"James William Manifold Aitkin (1835-1905) came to Warrnambool in 1847 with his parents James Aitkin and Mary Meacock Manifold. James was a businessman, Warrnambool Councillor 1861-1868 and Mayor 1863-1866. In 1871 he moved to ""Carracoorte"", Grasmere and was a Warrnambool Shire Councillor from 1886 to 1898.  

Aitkins Road was named by Council on 2nd Aug 1872. Note that Council minutes show it was named ""Aitkin Road"" and not ""Aitkins Road"".",,,,2.0,8.0,1872.0,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Yes,,,,POINT (142.4642285 -38.37272)
56,VIC,MILDURA RURAL CITY,125627,ALAN MATHEWS DRIVE,REGISTERED,RNO,ROAD NAME ORIGIN,142.0857436,-34.236076,124842,,,,,The airport roads are named after pilots stationed at Mildura and these were amongst the top &#39;aces&#39; of the RAAF.,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Mildura Rural City,,,,,POINT (142.0857436 -34.236076)
57,VIC,WHITEHORSE CITY,128462,ALAN STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1564286,-37.8345598,127611,,,,,"Named after a member of the Wellman family, owners and subdividers.",,,,,,,Website,Whitehorse Historical Society Inc.,,9.0,1.0,2023.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Names,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.1564286 -37.8345598)
58,VIC,WHITEHORSE CITY,128485,ALANDALE ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.158658,-37.8256404,127633,,,,,After Steel family&#39;s property,,,,,,,Website,Whitehorse Historical Society Inc.,,12.0,1.0,2023.0,,,,,,,,,,,Whitehorse Historical Society Inc.,Street Name,Whitehorse Historical Society Inc.,"https://whitehorsehistory.org.au/street-names/#:~:text=Street%20Names%20%20%20%20STREET%20%20,%20%20",,,,,,,,,,,,,POINT (145.158658 -37.8256404)
59,VIC,WHITEHORSE CITY,128046,ALANDALE STREET,REGISTERED,RNO,ROAD NAME ORIGIN,145.1043552,-37.8368737,127199,,,,,"Purportedly named after an English village, however there is no village in England by that name.",,,,13.0,6.0,1916.0,Book,Charles F. Williams,The Origins of Box HIll Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",9,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1043552 -37.8368737)
60,VIC,WHITEHORSE CITY,128035,ALBANY CRESCENT,REGISTERED,RNO,ROAD NAME ORIGIN,145.1022745,-37.8244083,127188,,,,,Named after the Duke of Albany.,,,,,,,Book,Charles F. Williams,The Origins of Box Hill Street Names,,4.0,1985.0,Box Hill City Council,"1022 Whitehorse Road, Box Hill 3128, Victoria",11,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1022745 -37.8244083)
61,VIC,STONNINGTON CITY,125212,ALBANY ROAD,REGISTERED,RNO,ROAD NAME ORIGIN,145.0248402,-37.8471466,124451,,,,,Previously known as The Quadrant. ,,,,,,,Council,,,,,,,,10,,,,,,,,,,,,,,,,,,,City of Stonnington,,,,,POINT (145.0248402 -37.8471466)
